id;text;label
370;Як розпізнати діабет 2 типу: симптоми, які дають про себе знати щодня;neu
371;Які дерева та ягідні кущі потрібно садити в парі з сусідом-запилювачем;neu
372;Експерти розповіли, як доглядати за сидератами восени;neu
373;Навіщо восени під яблуню закопувати кілька цвяхів: хитрість, про яку мало хто знає;neu
374;Які широкозахватні комбіновані агрегати для обробітку ґрунту виготовляються в Україні;neu
375;Народні поради, щоб отримати ранній врожай кабачків;neu
376;Не перетворіть буряк на кормовий: як зберігати овоч для борщу;neu
377;Як правильно збирати та зберігати насіння чорнобривців: поради;neu
378;Як позбутися ведмедки — прості методи для саду й городу;neu
379;Навіщо восени закопувати чорнобривці в грунт: хитрість городників;neu
380;Господині розповіли, чим удобрити розсаду перцю, щоб була стійкою до захворювань;neu
381;Садівники розповіли, яке осіннє підживлення допоможе вишні пережити морози;neu
382;Експерти розповіли про обов'язкові осінні добрива для саду;neu
383;Що робити, якщо не цвітуть фіалки: квітникарські поради;neu
384;Городники розповіли, як доглядати за кабачками, щоб рясно родили;neu
385;При внесенні добрив треба враховувати гранулометричний склад ґрунту – експертка;neu
386;Як правильно доглядати за астильбою: секрети омолодження куща;neu
387;Що посадити в саду і на городі восени: список на вересень-жовтень;neu
388;Горщики для тепличної малини слід розмочувати три доби перед посадкою;neu
389;Як очистити ґрунт від дротяника та хруща — простий метод;neu
390;Способи боротьби зі слимаками і равликами для садівників;neu
391;Дачники розповіли, як швидко позбутися бур'янів між плитками садових доріжок;neu
392;Квітникарі розповіли, як правильно поливати орхідею, щоб не нашкодити рослині;neu
393;Які пільги мають діти прикарпатських військових у 2025 році та як їх оформити.;neu
394;Компанія з данськими інвестиціями купує агрофірму на Прикарпатті;neu
395;"Жінка за кермом – це про свободу: інтерв’ю з автоінструкторкою з Івано-Франківська 
Наталією Шевчук";neu
396;На Долинщині двоє сусідів ледь не побилися через бобрів;neu
397;У центрі Івано-Франківська продають особняк із сонячними панелями, садом і дубовими сходами за $2 мільйони.;neu
398;Франківщина посідає восьме місце в Україні за обсягами заготівлі деревини;neu
399;Двигун шахеда поповнив колекцію Болехівського музею;neu
400;Поліція Івано-Франківщини організувала гончарну арттерапію захисників;neu
401;На Прикарпатті оголосили тендер на реставрацію обсерваторії на горі Піп Іван;neu
402;У центрі Калуша навчали робити штучне дихання та накладати турнікет;neu
403;На Прикарпатті затримали «переправника» ухилянтів до Румунії;neu
404;У Франківську збирають книжки для військових;neu
405;Через нічні обстріли залізниці низка поїздів у напрямку Прикарпаття прямує із затримками;neu
406;На Івано-Франківщині тривають пошуки 64-річної жінки, яка пішла по гриби й не повернулася;neu
407;Прикарпатський ветеран увійшов до складу національної збірної України на Strong Spirit’s Games;neu
408;"Як відбуваються трансфери в Динамо?
Кравець розповів, як влаштований скаутинг у київському клубі";neu
409;Ліга чемпіонів 2025/26: результати матчів 18 вересня;neu
410;Моурінью пояснив, що означає для нього повернення в Бенфіку;neu
411;Ванат пояснив, що спонукало прийняти пропозицію Жирони;neu
412;Колишній півзахисник Динамо підписав контракт з кіпрським клубом;neu
413;Несподіваний перехід: ексгравець Динамо змінив клуб;neu
414;Де дивитися онлайн матч чемпіонату Англії Манчестер Юнайтед – Челсі;neu
415;Жирона офіційно представила Ваната: український нападник показав свою техніку з м’ячем;neu
416;Оновлений чат-бот «Фінансовий рестарт» від ПУМБ: додатковий курс про відкриття власного бізнесу.;neu
417;Для чого жінкам призначають КТ малого таза.;neu
418;Сезон напруги: що стоїть за енергетичною стабільністю влітку;neu
419;Вартість кредиту по-новому: як працює формула реальної річної процентної ставки.;neu
420;Хто насправді формує ціни на ліки в Україні: детальний аналіз;neu
421;Castrol стає офіційним партнером NBA та WNBA;neu
422;Чому було заблоковано і як розблокували домен UKR.NET;neu
423;Castrol представляє спеціалізовану моторну оливу MAGNATEC Hybrid для гібридних автомобілів;neu
424;Як стати активним споживачем на ринку електроенергії і чим це корисно;neu
425;Михайло Радуцький: Зміни у фармацевтичному регулюванні - лише через обговорення;neu
426;Компанія МХП звернулася до Всеукраїнської рекламної коаліції за експертним висновком з приводу ситуації з агенцією Vandog;neu
427;Кропивницьких ліцеїстів познайомили з доїсторичними тваринами, які жили на території України;neu
428;У кропивницькому ветеранському просторі CBOЇ тривають заняття з гончарства;neu
429;Поради Дежпродспоживслужби Кіровоградщини щодо тривалого зберігання овочів та фруктів;neu
430;Результати жеребкування Кубка України: Хлібодар А2 зіграє з легендарним Локомотивом;neu
431;Делегати з Кіровоградщини зустрілися з депутатами групи дружби Франція-Україна;neu
432;Україна оголосила конкурс на ключове родовище літію. Це перший лот в рамках угоди про надра із США;neu
433;На території Кіровоградської області здають в оренду нерухоме майно;neu
434;Найдавніший пиріг спекли 4200 років тому в Стародавньому Єгипті: які інгредієнти використовували;neu
435;На Чернігівщині можна побачити знаряддя давніх ремесел;neu
436;Австрійські науковці з’ясували, чому існування розумного життя у Всесвіті практично неможливе;neu
437;Астрономи довели, що Місяць постійно віддаляється від Землі;neu
438;Шведські науковці визначили точний час, коли на Землі з’явилося життя;neu
439;Небесне шоу для терплячих: коли почнеться покриття Венери Місяцем і як його спостерігати;neu
440;Вчені розповіли, від чого залежить больовий поріг;neu
441;У Монголії виявили найповнішу скам'янілість динозавра з куполоподібною головою;neu
442;У нашому небі відбувається рідкісне зближення трьох космічних об'єктів;neu
443;Учені описали, що станеться, якщо Африка розколеться;neu
444;"Вчені стверджують, що людство переживає ""великий еволюційний перехід"": про що йдеться";neu
445;Полювали на перших людей: вчені знайшли найстрашніших хижаків древності (фото);neu
446;Вчені пов’язали екстремальну спеку з діяльністю нафтової та вугільної індустрії;neu
447;Львів’янина засудили за наїзд на двох поліцейських під час втечі;neu
448;На Львівщині оштрафували авто, яке перевозили на лаветі;neu
449;Обвинувачений у вбивстві Фаріон дніпрянин Зінченко залишиться за ґратами ще два місяці;neu
450;На Львівщині відбудеться фестиваль лемківської пісні та кухні;neu
451;"Чоловік передав ""вітамінний набір"" у моркві в колонію: що там було насправді";neu
452;У центрі Львова малюють лавки;neu
453;На Львівщині побудують потужну птахофабрику;neu
454;У Кривому Розі судитимуть чотирьох учасників організованої групи, яка виготовляла та збувала наркотики;neu
455;Рух під контролем: як світлофори забезпечують порядок на дорогах Дніпра;neu
456;У м. Самар відбудеться щорічний забіг на честь загиблих Героїв російсько-української війни;neu
457;Обрано голову Солонянського районного суду Дніпропетровської області;neu
458;Голову ВЛК на Дніпропетровщині викрили на хабарях;neu
459;Шість бізнесів Дніпра долучилися до створення безбар’єрного маршруту;neu
460;Президент США не знає, чи було падіння дронів у Польщі випадковим;neu
461;Якби Європа щось зробила щодо Китаю, він міг би прискорити припинення війни в Україні, - Трамп;neu
462;"""На столі – масштабні угоди"": Зеленський відреагував на атаку РФ на Україну і заявив про необхідність рішучих дій";neu
463;Росія оскаржила в ООН рішення щодо збиття рейсу MH17;neu
464;Зеленський і Навроцький можуть зустрітися на Генасамблеї ООН у Нью-Йорку;neu
465;Трамп заявив: «Путін мене справді підвів» (ВІДЕО);neu
466;ЄС і Україна обговорять створення «стіни дронів» на східному кордоні;neu
467;У ЄС скличуть переговори щодо «стіни дронів» для захисту від росії. Туди запросили й Україну;neu
468;В ООН заговорили про введення в Україну своїх миротворців;neu
469;"Україну запросили на переговори щодо ""стіни дронів"" в Європі для захисту від Росії";neu
470;Трамп заявив, що не може коментувати падіння російських безпілотників у Польщі (з 18.09);neu
471;"Трамп припустив, що дрони, які залетіли в Польщу, могли ""вивести з ладу""";neu
472;Лінія безпеки Польщі проходить по лінії фронту між Україною та рф - міністр оборони Косіняк-Камиш;neu
473;Трамп визнав, що завершити війну в Україні дуже складно;neu
474;Міністр оборони Польщі прибув з візитом у Київ;neu
475;Від Макса Коржа до Степана Бандери. Чому польські політики ополчилися проти українців;neu
476;Сі Цзіньпін дав Путіну дедлайн щодо України: Трамп описав план кінця війни;neu
477;"""Тривають організаційні кроки"": в ОП сказали, коли запрацює Спецтрибунал для злочинів Росії проти України";neu
478;На полях Генасамблеї ООН відбудеться саміт Кримської платформи;neu
479;Розгляд відкладеного 19-го пакету санкцій проти Росії ЄС здійснить у п'ятницю — ЗМІ;neu
480;Новий німецький посол в Україні розпочав свою роботу;neu
481;Зеленський призначив ще одного суддю КСУ;neu
482;Європарламент відкриє постійне представництво в столиці України;neu
483;Трамп та Зеленський планують зустріч у Нью-Йорку;neu
484;"Зеленський провів зустріч із фракцією ""Слуга народу""";neu
485;Зеленський провів зустріч із депутатами «Слуги народу»: що обговорювали;neu
486;Влада та опозиція посперечалися щодо запізнення нардепів від СН на зустріч з президентом;neu
487;Лубінець: ОАЕ — найактивніший посередник обмінів полоненими між Україною та РФ;neu
488;Коли закінчиться війна: у Кабміні назвали три сценарії;neu
489;Король Чарльз має переконати Трампа посилити тиск на Путіна: деталі;neu
490;Україна очікує на візит польської делегації цього тижня на високому рівні - МЗС;neu
491;Віцепремʼєр Польщі прибув до Києва: підписані угоди про дрони та безпеку;neu
492;Трамп про ключ до завершення війни: чому ціни на нафту змусять Путіна відступити;neu
493;Посли ЄС завтра проведуть додаткове засідання щодо нових санкцій проти Росії — ЗМІ;neu
494;Посли ЄС зберуться на позачергове засідання щодо санкцій проти росії 19 вересня – ЗМІ;neu
495;У Навроцького не виключили зустрічі з Зеленським на полях ООН;neu
496;Трамп промовчав, а Чарльз III заявив про нову загрозу Європі: що говорили лідери про війну в Україні;neu
497;У США цього не приховують: які настрої конгресменів щодо України;neu
498;Умєров обговорив з Головним представником НАТО в Україні підтримку союзників та програму PURL;neu
499;Реалістичний прогноз: в ОП сказали, коли запрацює Спецтрибунал щодо злочину агресії Росії проти України;neu
500;Зеленський обговорив програму Генасамблеї ООН з Еміром Катару;neu
501;Україна в ОБСЄ: Дронами над Польщею та Румунією Росія тестує нашу колективну рішучість;neu
502;Подякував за допомогу та запросив на саміт: Президент обговорив з Еміром Катару повернення українських дітей;neu
503;У Львові абонемент на транспорт доступний у LeoCard;neu
504;У Трускавці до Дня туризму відбудеться безкоштовна екскурсія;neu
505;Краснечанин Іван Дзяйло – чемпіон світу з армреслінгу;neu
506;Біля Високого замку у Львові збудують чотириповерховий житловий будинок;neu
507;Де безплатно закинути вудку біля Львова: локації та пропозиції;neu
508;Колумбійський гурт Los iankovers завітав до Львова та заспівав українських пісень;neu
509;Пластуни Львівщини відкрили новий Пластовий рік;neu
510;У Золочеві відбулося паланкове відкриття пластового року;neu
511;У парку Залізна Вода за кошти інвестора хочуть облаштувати дитячий майданчик;neu
512;У Львові відкрили відреставровану «Віллу Стецкевича»;neu
513;У Дрогобицькій громаді відремонтували частину дороги Снятинка – Рихтичі;neu
514;Ціни на оренду квартир у Львові у вересні 2025 (інфографіка);neu
515;У Львові обговорять євроатлантичну інтеграцію;neu
516;У Львові представили модель підводного дрона TOLOKA;neu
517;У Львові під ключ ремонтують маршрутки;neu
518;Андрій Кузнік більше не очолює Львівську митницю;neu
519;Начальника Львівської митниці звільнили з посади;neu
520;Львівський міжнародний BookForum опублікував цьогорічну програму;neu
521;В Шептицькому на Львівщині тривають заходи Олімпійського тижня-2025;neu
522;Львівська область очолила рейтинг покупок електромобілів в Україні;neu
523;Даша Соловйова з Львівщини здобула премію на «Червоній руті»;neu
524;Різні види допомоги на Львівщині 23-26 вересня: що можна отримати і куди звертатися;neu
525;Андрій Садовий: Проблема українських політиків у тому, що вони хочуть і слави, і грошей;neu
526;У Львові відбулась сесія міськради: що прийняли;neu
527;У Самборі відкрили культурно-спортивний простір для молоді;neu
528;У Львові на колишньому сміттєзвалищі облаштовують поле для гольфу;neu
529;Митний пост «Львів-поштовий» обробляє понад 3 млн. міжнародних відправлень щомісяця;neu
530;У Львові цього тижня зрізатимуть дерева: адреси;neu
531;Володимир Сивохіп більше не очолює Львівську філармонію;neu
532;Що подивитися у Львові — локації для одноденної екскурсії;neu
533;Колись тут було шість готелів. Чи стане вулиця у центрі Львова пішохідною назавжди;neu
534;На Львівщині встановили кулінарний рекорд;neu
535;У Самборі за 7,5 млн грн відкрили «Центр життєстійкості» — уже 18-й на Львівщині;neu
536;"Де розташований палац на Львівщині, який був серцем ""лісової імперії""";neu
537;На Львівщині відкрили культурно-спортивний простір для студентів і громади;neu
538;Львів завершує другу фазу рекультивації Грибовицького полігону;neu
539;Букерівські лауреати і книжкові закупи: Lviv BookForum оголосив програму фестивалю;neu
540;На Львівщині встановили два оригінальні рекорди у мистецтві вишивки – світовий та національний;neu
541;TAYANNA виконала Гімн України на відкритті Defense Tech Valley 2025 у Львові;neu
542;На Львівщині встановили рекорд України: спекли найдовший яблучний пляцок;neu
543;"Великий come back: Фестиваль ""Червона рута"" відбувся у Львові і оголосив переможців";neu
544;Купол Грибовицького полігону засіяли травами: у Львові завершують другу фазу рекультивації;neu
545;У Львові відбувся гала-концерт переможців фестивалю «Червона рута-2025»;neu
546;Львівські фахівці подарували однорічній дівчинці із Рівненщини можливість чути;neu
547;У Львові завершили укріплення мосту на вулиці Сяйво;neu
548;У Львові відремонтували міст на Левандівці майже за 10 млн грн;neu
549;Завтра трамваї тимчасово не курсуватимуть до Сихівського району Львова;neu
550;На Львівщині хочуть встановити меморіальну дошку Кузьмі Скрябіну;neu
551;У Львові через реконструкцію електромереж зміниться рух трамваїв;neu
552;Мешканець Львівщини намагався ввезти в Україну електронні сигарети на понад 1,8 млн грн;neu
553;На Львівщині майже 800 абонентів залишиться без газу на день: адреси;neu
554;Як обрати житло у Львові та на що варто звертати увагу;neu
555;Мешканці низки вулиць у Дрогобичі та Бродах тимчасово будуть без газу;neu
556;У Львові відновили віллу початку XX століття: там буде простір для дітей і молоді;neu
557;У Львові відбулася конференція про чесько-українську культурну співпрацю — ключові меседжі;neu
558;Жовква відзначила День міста;neu
559;У центрі Львова не курсують трамваї;neu
560;У Львові презентують проект терапевтичного скверу для онкопацієнтів;neu
561;У Львові перекриють Липову алею;neu
562;На кордоні з Польщею виявили препарати для схуднення та парфуми Chanel;neu
563;Перші черги логістичного парку Peretyn з інвестиціями 1,3 млрд грн будуть введені до кінця року – девелопер;neu
564;Куди піти з дитиною у Львові: програма Тижня позашкілля 2025;neu
565;Ректорка Львівської політехніки розповіла про відтік студентів та викладачів за кордон;neu
566;На Львівщині тимчасово відключатимуть газ у кількох районах: оприлюднили графік;neu
567;У Львові для проїзду на два дні перекриють одну з вулиць: схема об’їзду;neu
568;Вечір біля моря у Львові: як бердянці зберігають пам’ять про рідне місто;neu
569;Українці в Кремнієвій долині об’єдналися у наукове і технологічне товариство;pos
570;Нова стратегія захисту від «Шахедів»: Шмигаль розповів про масштабний план;pos
571;3 армійський корпус: ситуацію на Лиманському напрямку вдалося частково стабілізувати;pos
572;Собака придумав, як уникнути спілкування з чужими людьми;pos
573;І знову таємничий капелюх: Меланію Трамп жартома порівнюють з Klavdia Petrivna;pos
574;Ціни на нафту практично не змінилися після зниження ставки Федрезервом США;pos
575;На Волині чоловік хотів відкупитися від ТЦК — як його покарав суд;pos
576;42-річному львів’янину виписали штраф за чіпляння до хлопчиків у маршрутці;pos
577;Чотирьох криворіжців судитимуть за виготовлення та збут наркотиків;pos
578;У Харкові житимуть 2,5 мільйона людей – прогноз Терехова;pos
579;Завтра в центрі Харкова оброблятимуть дерева від шкідників;pos
580;За 8 місяців Харківська митниця видала майже 3 тисячі сертифікатів EUR.1;pos
581;Домашні рослини, які сприятливо діють на нервову систему;pos
582;Чому сливи мають бути в раціоні: топ-5 переваг для здоров'я;pos
583;Квітникарі розповіли, як виростити герань із живця у вересні;pos
584;Садівники пояснили, чим слід удобрити грядки на городі у вересні-2025 року;pos
585;Городники розповіли, як приготувати ефективне універсальне добриво;pos
586;Експерти розповіли, як легко боротися з мурахами на ділянці;pos
587;Олександра Олійникова - у чвертьфіналі змагань WTA в Італії;pos
588;Валлін повертається на ринг у листопаді після поразки від Чісори;pos
589;У черкаській школі спортивно-інклюзивний захід зібрав понад 50 учасників із різних куточків України;pos
590;Чому у Moneyveo кредити вигідніше, ніж у конкурентів.;pos
591;UniCup™ від Univest: перший стакан без пластику в Україні;pos
592;Що робити, якщо затримують зарплату: як мікропозика від Є-Гроші допомогає уникнути фінансового стресу.;pos
593;«Перший столичний хлібозавод» запускає нову лінію з виробництва тостового хліба з інноваційною технологією.;pos
594;Українські самоцвіти підкорюють столицю: виставку-продаж Stone Universe подовжено;pos
595;Майбутнє тут: Samsung та Цитрус представили нову лінійку Galaxy S25;pos
596;Найкращий ювелірний бренд України – Київський ювелірний завод святкує 88-річчя;pos
597;Moneyveo – лідер за приростом активів серед приватних фінкомпаній за версією АУБ;pos
598;"Гендиректор ""НЕСТ"": Девелоперський бізнес - це передусім відповідальність перед людьми";pos
599;Ремонтні комплекси LOCKER - новий погляд у відновленній техніки на фронті;pos
600;"Ботанічну пам'ятку природи ""Мала Асканія-Нова"" створять на Кіровоградщині: що там росте";pos
601;На Кіровоградщині засудили чоловіка, який палив авто військових;pos
602;Екосквер до Дня міста з'явився у Кропивницькому;pos
603;Антрополог розшифрував найзагадковіше послання майя;pos
604;Астероїд пролітає поблизу Землі- безпека підтверджена;pos
605;Ми схожі. Учені знайшли давні генетичні корені соціальної поведінки в бджіл та людей;pos
606;Львівські реставратори отримали цінний дарунок від польських колег – професійний дубляжний стіл;pos
607;У Львові 18-річний студент створив чат-бот, який вчить дітей молитися і підтримує їх;pos
608;У Мостиськах триває реконструкція пішохідного моста;pos
609;Сьогодні у Червоногригорівській громаді роздадуть хліб;pos
610;Вночі сили ППО на Дніпропетровщині збили 8 безпілотників: подробиці;pos
611;Письменниця з Кам’янського Яна Ловчинська приєдналася до ЗСУ;pos
612;У Дніпрі планують звести нову мережу водовідведення на Севастопольській;pos
613;США готові сприяти забезпеченню миру після війни Росії проти України — Трамп;pos
614;Трамп розчарований Путіним, але вірить, що вдасться знайти рішення щодо війни в Україні;pos
615;Трамп назвав спосіб змусити Путіна завершити війну;pos
616;Тімоті Шаламе офіційно став найдорожчим молодим актором Голлівуду;pos
617;Іван Люленов розповів, як швидко опанував українську мову;pos
618;Донька Лієв Шрайбера та Наомі Воттс відкрила показ на Тижні моди в Нью-Йорку: шоу відвідала горда матуся (фото);pos
619;Шерон Стоун знялася у гарячій рекламній фотосесії;pos
620;«Оце неочікувано!»: Артем Пивоваров та Ziferblat заспівали разом та назвали дату прем’єри нового хіта;pos
621;Карді Бі вчетверте вагітна;pos
622;MamaRika показала, якою була в дитинстві;pos
623;2,5 мільярда гривень на рік заощаджують ФОП на рік у «Дії» — Мінцифри;pos
624;5G в Україні: коли чекати запуск і в яких містах;pos
625;Харківський театр опери та балету представив цифровий перформанс «Казкові світи України»;pos
626;На випадок морозів: представлена перша у світі зарядна станція на натрій-іонних батареях;pos
627;В Армія+ з’явилися нові функції для військових — деталі;pos
628;Житомир долучився до Європейського тижня мобільності;pos
629;У Житомирській ОВА відбулася нарада щодо організації роботи з внутрішньо переміщеними особами;pos
630;У Житомирі на Книжковому форумі відбудеться зустріч з Марією Матіос;pos
631;Коростенець став лауреатом Всеукраїнської літературної премії імені Михайла Коцюбинського;pos
632;Коломия отримає майже 40 мільйонів на заміну водопроводу.;pos
633;На Прикарпатті підрахували, що в минулому році спортом займалися 154 тисячі осіб;pos
634;Від простого механіка до пілота FPV-дронів: Історія прикордонника на псевдо “Кінг”;pos
635;"Франківськ зібрав неонатологів з усієї України для обговорення допомоги передчасно 
народженим немовлятам";pos
636;В Івано-Франківську для поранених захисників організували відпочинок на природі;pos
637;У Долинській громаді дозволили дискотеки і збирають там кошти на благодійність;pos
638;«Це унікальний рекорд»: підлітки станцювали «Гуцульську ватрицю» на вершині Говерли;pos
639;Студентки Карпатського університету отримуватимуть президентські стипендії;pos
640;“Ми закохалися в трьох дівчаток”: в Івано-Франківську відзначали день усиновлення. Історія родини;pos
641;Король Великої Британії під час зустрічі з президентом США заявив про підтримку України;pos
642;Король Чарльз ІІІ під час зустрічі з Трампом згадав про підтримку України та захист довкілля;pos
643;На 45% вища точність. Штучний інтелект навчився передбачати сонячні бурі за кілька днів до початку;pos
644;У Бєлгородській області ударним дроном поранено окупанта;pos
645;ЗСУ відбили масовану атаку дронів вночі 18 вересня;pos
646;Хочеш їсти – грай: у США випустили годівницю-піаніно для котів;pos
647;Україна посіла 26-те місце серед 60 найбільших світових економік за репутацією, – дослідження Brand Ukraine;pos
648;В Одесі виділили мільйон на проєкт реконструкції потенційного парку імперського минулого;pos
649;Коти, війна і культура: у Чехії показали одеський комікс про збереження спадщини;pos
650;В Роздільній провели трансплантацію серця і нирок;pos
651;На Одещині юні дівчата ламають стереотипи щодо суто жіночих чи чоловічих професій;pos
652;Матчі Кубка України з хокею пройдуть в Одесі;pos
653;Удар ССО України по хабу морпіхів РФ у Курській області: як одна ніч змінює весь тил Росії;pos
654;У Польщі масово перевіряють укриття: виділять 5 млрд на адаптацію;pos
655;У Києві викрили мережу підпільних гральних залів;pos
656;На Дніпропетровщині спалахнула квартира: врятовано трьох людей;pos
657;У Павлограді вночі горіла квартира: врятували трьох людей;pos
658;ХОВА прийняла участь у створенні Асоціації прифронтових міст і громад;pos
659;Епічне кіно за участю українських дронів та російських окупантів зняли у Вовчанську;pos
660;«Ми є, і ми працюємо»: історія харківської спільноти ліквідаторів ЧАЕС;pos
661;Запобігти дефіциту вітаміну D допоможуть доступні продукти;pos
662;Ви про це не здогадувалися: дієтологи поділилися способом оздоровлення раціону;pos
663;7 продуктів, які знижують ризик раку ротової порожнини: поради експертів;pos
664;5 популярних способів прибрати живіт, які працюють гірше, ніж здається;pos
665;Користь сліз для психічного здоров'я;pos
666;Корисна риба, яка коштує копійки: чому її потрібно включити до свого раціону;pos
667;Пасинкування кукурудзи може мати корисний ефект — розповів аграрій;pos
668;Як готувати полуницю до зими: корисні поради;pos
669;Американський варіант сівозміни: як зробити органічне виробництво економічно вигідним;pos
670;Британський офтальмологічний центр та Німецька очна клініка пропонують киянам найпередовіші технології лікування катаракти.;pos
671;Зелена п'ятниця, «привіт»! Приват24 додає яскравих кольорів у день шопінгу.;pos
672;Новий спортмайданчик збудували у Новій Празі на Кіровоградщині;pos
673;Лісовий масив на Кіровоградщині повернули у державну власність;pos
674;"Сонце відправило ""валентинку"": на зірці з'явилося серце, і воно в кілька разів більше за Землю (фото)";pos
675;У Чорнобильському заповіднику помітили лебедя;pos
676;Потепління не впливає. Дослідники з’ясували, що ґрунт сам по собі не виділяє більше CO₂;pos
677;Еволюція страху: як коти навчились захищатись від змій;pos
678;Львівська спортсменка стала чемпіонкою світу;pos
679;Осінь у Львові: атмосферні фото;pos
680;Зніми рожеві окуляри: у Львові стартувала кампанія з протидії насильству;pos
681;В шкільні уроки фізкультури на Львівщині включать теніс;pos
682;Фасували у сліп-пакети: на Дніпровщині викрили групу наркоторговців;pos
683;Україна скоро почне застосовувати до 1000 дронів-перехоплювачів на добу, - міністр;pos
684;Тиск Трампа спрацював: ЄС планує якнайшвидше відмовитися від російського скрапленого газу – Bloomberg;pos
685;Вторинні санкції стануть пострілом у десятку для тиску на Росію, — Науседа;pos
686;У Трампа вперше схвалили пакет озброєння Україні: експерт припустив, що вплинуло на лідера США;pos
687;Я люблю Україну – Трамп у відповідь на запитання про системи Patriot;pos
688;Репарації з Росії: Україна створює механізм, який дозволить стягнути гроші з агресора;pos
689;Зеленський ратифікував сторічну угоду про партнерство з Великою Британією;pos
690;ЗСУ зривають плани ворога на Донеччині: Зеленський розповів про успіхи на фронті;pos
691;Оборонний форум у Гаазі посилить стратегічне партнерство України та Нідерландів;pos
692;Король Чарльз III на бенкеті з Трампом: «Стоїмо разом на підтримку України проти тиранії»;pos
693;"Король Чарльз III ""м'якою силою"" схиляє Трампа на бік України, – CNN";pos
694;"Король Чарльз III ""м’якою силою"" намагається переконати Трампа посилити тиск на Путіна, - CNN";pos
695;Чарльз III на урочистій вечері з Трампом виступив за єдність у підтримці України;pos
696;Король Чарльз III під час вечері з Трампом закликав союзників підтримати Україну;pos
697;Велика Британія і союзники стоять на боці України – Чарльз III;pos
698;Астероїд пролітає поблизу Землі - безпека підтверджена;pos
699;В Україні вже збивають російські «Шахеди» за допомогою штучного інтелекту: Кім заявив про перші вдалі випадки;pos
700;У Запорізькій області внаслідок диверсії ліквідовано 18 російських офіцерів;pos
701;В ніч на 19 вересня над Дніпропетровщиною ліквідували безпілотники окупантів;pos
702;У Черкаській області знищили два російські БпЛА;pos
703;Генштаб: За добу росіяни втратили понад тисячу військових;pos
704;Наші воїни підірвали склади і зброю російських морпіхів на Курщині (відео);pos
705;ППО ліквідувала 71 ворожий безпілотник з 86, - Повітряні сили;pos
706;Росія втратила понад 1,1 мільйона солдат: нові дані Генштабу на 19 вересня;pos
707;Захисники неба знищили та подавили 48 ворожих дронів;pos
708;Російські війська за 24 години зазнали втрат у 900 особового складу на фронтах України;pos
709;Втрати окупантів: За добу мінус 930 загарбників;pos
710;Собака, що приймає ванну, розвеселив YouTube;pos
711;Японці в захваті від Магучіх: відео зі «сплячою» українкою стало хітом у мережі;pos
712;Російські пропагандисти похизувалися «здутим» Су-33 на навчаннях «Захід–2025»;pos
713;Сторожовий пес поділився з бездомним котом їжею та підкорив Мережі;pos
714;Мережі насмішило кошеня, що вміє розслаблятися;pos
715;Мережі розчулили кошенята, що засинають тільки разом;pos
716;Папуга у Новій Зеландії мимоволі став відеоблогером, вкравши камеру;pos
717;Кішки вигадали веселу гру з рисоваркою;pos
718;25 кілограмів золота та загадковий перстень: два підлітки знайшли найбільший скарб України;pos
719;Кумедний котик думає, що саме йому купили бігову доріжку: відео, яке мотивує до спорту;pos
720;Прикол дня: папуга виконав хіт Бейонсе;pos
721;Мережу насмішив ведмідь, який вирішив подрімати в гардеробі житлового будинку;pos
722;Кішка отримала роботу в банку та навчилася вилазити через вузьке віконце;pos
723;Кіт-охоронець: як пухнастик захищає кукурудзу від птахів;pos
724;Мережу насмішив доброзичливий кіт, що вирушив на «полювання»;pos
725;Дівчина опублікувала відео, як її 80-річна бабуся обирає весільну сукню. І воно підкорило користувачів мережі;pos
726;Індіанець із блискавичною швидкістю випив сік і встановив новий рекорд: за скільки він впорався;pos
727;Одеський гумор: момент у кіно та цікавий факт про вівсянку;pos
728;Прикол дня: папуга виконав хіт Бейонсе;pos
729;В Україні працюють 25 іноземних оборонних компаній;pos
730;Резолюцію з вимогою до Росії повернути ЗАЕС під контроль України ухвалили в МАГАТЕ;pos
731;Росія та Білорусь не змогли отримати місця: Україну обрали до керівних органів Всесвітнього поштового союзу;pos
732;В Україні поголів’я свиней зросло до 4,82 млн завдяки промисловому сегменту;pos
733;Українську харчову індустрію вперше презентували у США — подробиці;pos
734;МБРР надав $88 млн. кредиту для підтримки малих і середніх підприємств;pos
735;ЮНІСЕФ виділить 65 мільйонів доларів для підтримки українців узимку;pos
736;Україна випускатиме 1000 дронів-перехоплювачів на добу вже найближчим часом - Шмигаль;pos
737;Будівельний бум: на Львівщині заплановано збудувати на 65% більше житла, ніж торік;pos
738;УЗ відновила живлення на пошкодженій ділянці;pos
739;Одещина зібрала понад 3 млн тонн зерна попри війну та посуху;pos
740;АТБ увійшов до переліку бізнесів з найкращим рівнем дотримання податкового законодавства;pos
741;На Львівщині під час першого візиту Посла Кореї домовилися про інвестиції у регіон;pos
742;Укрпошта придбає рекордну кількість нової техніки до кінця 2025 року;pos
743;Верховна Рада спростила ввезення транспорту та обладнання для гуманітарних потреб;pos
744;«35 тонн з гектара»: на Рівненщині фермер збирає високі врожаї картоплі та планує овочесховище на 10 тис. тонн;pos
745;"Компанія Fire Point нарощує виробництво ракет ""Фламінго""";pos
746;До Дністровського лиману планують випустити цінні види риб загальною вагою понад 28 тонн;pos
747;«Сьома» виплата: переселенцям додадуть ще 2 000 грн;pos
